Account Name,Primary Industry,Annual Revenue,Number of Employees,Monthly Cloud Spend,Relevant Technologies in Use,Primary Cloud Hosting,Secondary Cloud Hosting,Container Orchestration Tools,PostgreSQL/MySQL Alternatives in Use,Kafka Alternatives in Use,OpenSearch Alternatives in Use
Softtek Asia,Business Services,USD 3 655 911 000,15000,USD 42 400,PostgreSQL; MySQL; Redis; Grafana; MongoDB; MariaDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Prometheus; Couchbase; Snowflake; Splunk; Apache Kafka,Weibo,Amazon EC2,"Kubernetes; Docker, Inc.",MySQL; MariaDB; PostgreSQL; Microsoft Azure SQL Database; Amazon Relational Database Service; EnterpriseDB,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Software AG,Software,,5500,USD 245 800,,M-net Telekommunikations GmbH,Amazon EC2,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database,Apache Kafka,Elasticsearch
Software Mind,Business Services,USD 292 473 000,1200,USD 4 600,PostgreSQL; MySQL; Redis; Apache Cassandra; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Snowflake; Apache Kafka,Hivelocity Hosting,Kubernetes,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database,Apache Kafka,Elasticsearch
softwareone.com,Business Services,USD 1 500 000 000,8900,USD 108 900,PostgreSQL; MySQL; Redis; Apache Cassandra; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Splunk; Apache Kafka,Amazon EC2,Veeam Software,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database,Apache Kafka,Elasticsearch
Sogeti,Business Services,USD 2 749 774 000,20000,USD 112 300,PostgreSQL; MySQL; Redis; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Snowflake; Splunk; Apache Kafka,Kubernetes,"Docker, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database,Confluent; Apache Kafka,Elasticsearch
SolarEdge,"Energy, Utilities & Waste",USD 3 662 604 000,5633,USD 140 100,MySQL; Redis; Grafana; MongoDB; Kubernetes; Jenkins,Amazon EC2,"MongoDB, Inc.","Kubernetes; Docker, Inc.",MySQL,,Elasticsearch
Solar Turbines,Manufacturing,USD 2 600 000 000,8000,USD 5 200,MySQL; Jenkins; Snowflake; Apache Kafka,Amazon EC2,Microsoft Azure,,MySQL,Apache Kafka,
SolarWinds,Business Services,USD 1 000 000 000,2199,USD 1 725 100,MySQL; MySQL; Redis; Apache Cassandra; Grafana; MongoDB; Docker; HashiCorp Terraform; Datadog; Prometheus; Apache Flink,Amazon EC2,SoftLayer an IBM Company,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database,Apache Kafka,Elasticsearch; Apache Lucene
Sonic Drive-In,Hospitality,USD 423 590 000,5041,USD 66 500,MySQL; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Splunk; Apache Kafka,Snowflake Computing,"Docker, Inc.","Docker, Inc.",MySQL; Amazon Relational Database Service,Apache Kafka,
SonicWALL,Software,USD 460 000 000,1600,USD 188 900,PostgreSQL; MySQL; Redis; Apache Cassandra; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Splunk,Oracle Cloud,Amazon EC2,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,,Elasticsearch
Sonos,Manufacturing,USD 1 760 434 000,1867,USD 291 800,MySQL; Redis; Redis; Apache Cassandra; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Snowflake; Splunk; Apache Kafka,Amazon EC2,Snowflake Computing,"Kubernetes; Docker, Inc.",MySQL; Microsoft Azure SQL Database; Amazon Relational Database Service,Apache Kafka,Elasticsearch
Sony Corporation,Media & Internet,USD 16 749 644 800,2445,USD 13 587 600,PostgreSQL; MySQL; Redis; InfluxDB; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Couchbase; Snowflake; Splunk,Amazon EC2,"MongoDB, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Amazon Aurora; Amazon Relational Database Service,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Sony Group Corporation,Manufacturing,USD 79 326 604 665,113000,USD 13 587 600,PostgreSQL; MySQL; Redis; Apache Cassandra; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Couchbase; Snowflake; Splunk; Apache Kafka; Apache Flink,Amazon EC2,"MongoDB, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Amazon Relational Database Service,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Sophos UK,Software,USD 737 855 000,4050,,PostgreSQL; MySQL; Redis; Apache Cassandra; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Snowflake; Splunk; Apache Kafka,,,,,,
Sopra Steria,Business Services,USD 9 749 947 000,55833,USD 146 300,PostgreSQL; MySQL; Redis; Apache Cassandra; ClickHouse; Grafana; MongoDB; MariaDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Snowflake; Splunk; Apache Kafka,Sopra Steria,Amazon EC2,"Kubernetes; Docker, Inc.",MySQL; MariaDB; PostgreSQL,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Southern Company,"Energy, Utilities & Waste",USD 29 279 000 000,29000,USD 595 400,PostgreSQL; MySQL; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Couchbase; Splunk; Apache Kafka,Amazon EC2,AWS Elastic Load Balancer,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch
SouthState Bank,Finance,USD 1 748 787 000,5182,USD 35 500,MySQL; Snowflake,Amazon EC2,Microsoft Azure,,MySQL,,
Southwest Airlines,Transportation,USD 26 091 000 000,74806,USD 333 700,MySQL; MySQL; Redis; Apache Cassandra; Grafana; MongoDB; Kubernetes; Kubernetes; Docker; Docker; Docker; HashiCorp Terraform; Jenkins; Prometheus; Apache Kafka,Amazon EC2,Kubernetes,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Lucene
SpaceX,Manufacturing,USD 4 600 000 000,11000,USD 193 200,PostgreSQL; MySQL; InfluxDB; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Snowflake; Splunk; Apache Kafka; Apache Flink,Google Inc.,"Docker, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Lucene
Spirent,Telecommunications,USD 607 500 000,1656,USD 36 100,PostgreSQL; MySQL; MySQL; MongoDB; Kubernetes; Docker; Docker; HashiCorp Terraform; Jenkins; Prometheus; Splunk; Apache Kafka; Apache Kafka; Apache Flink,Amazon EC2,Netlify,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Splunk,Software,USD 3 980 553 000,8000,USD 424 300,PostgreSQL; MySQL; Redis; Apache Cassandra; Grafana; MongoDB; MariaDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Snowflake; Splunk; Apache Kafka; Apache Flink,Amazon EC2,"MongoDB, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Amazon Aurora; Amazon Relational Database Service,Confluent; Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Sportradar,Media & Internet,USD 940 604 000,4383,USD 393 100,MySQL; Redis; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Apache Kafka; Apache Flink,Veeam Software,"MongoDB, Inc.","Kubernetes; Docker, Inc.",MySQL; Microsoft Azure SQL Database; Amazon Relational Database Service,Apache Kafka,Elasticsearch
Sportsbet,Hospitality,USD 1 510 000 000,729,USD 268 500,MySQL; Grafana; Docker; HashiCorp Terraform; Jenkins; Apache Kafka,Amazon EC2,"Docker, Inc.","Docker, Inc.",MySQL; Amazon Aurora,Apache Kafka,
SpotHero Inc,Software,USD 49 363 000,235,USD 87 600,PostgreSQL; MySQL; Redis; Apache Cassandra; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Couchbase; Apache Kafka,Databricks,"Docker, Inc.",Kubernetes; Docker,MySQL; PostgreSQL,Apache Kafka,Elasticsearch
Spotify,Media & Internet,USD 14 493 435 000,13664,USD 8 743 400,PostgreSQL; MySQL; Apache Cassandra; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Apache Kafka; Apache Flink,Google Compute Engine,Snowflake Computing,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Solr
Springer Nature,Media & Internet,USD 2 049 383 000,10000,USD 2 448 100,PostgreSQL; MySQL; Redis; InfluxDB; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Splunk; Apache Kafka,Amazon EC2,Google Compute Engine,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,,Elasticsearch; Apache Solr; Apache Lucene
Sprinklr,Software,USD 618 190 000,3200,USD 461 300,,Amazon EC2,"MongoDB, Inc.","Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Solr
Sprout Social,Software,USD 333 643 000,1383,USD 629 300,MySQL; Redis; Apache Cassandra; Grafana; Kubernetes; Docker; HashiCorp Terraform; Jenkins,Amazon EC2,Veeam Software,"Kubernetes; Docker, Inc.",MySQL,,Elasticsearch
SPS Commerce,Software,USD 536 910 000,2489,USD 667 900,PostgreSQL; MySQL; Redis; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Couchbase; Snowflake; Splunk,Amazon EC2,Lumen Technologies,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database; Amazon Relational Database Service,,Elasticsearch
Square,Software,USD 18 561 073 000,12000,USD 1 978 200,PostgreSQL; MySQL; Redis; Apache Cassandra; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Datadog; Prometheus; Snowflake; Splunk; Apache Kafka; Apache Flink,Amazon EC2,"MongoDB, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Amazon Aurora; Amazon Relational Database Service,Confluent; Apache Kafka,Elasticsearch; Apache Lucene
Squarespace,Business Services,USD 1 012 336 000,1800,USD 1 590 500,PostgreSQL; MySQL; Apache Cassandra; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Couchbase; Snowflake; Splunk; Apache Kafka,Databricks,"Docker, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch
SRI International,Business Services,USD 550 000 000,1700,USD 30 700,PostgreSQL; MySQL; Apache Cassandra; Grafana; MongoDB; Kubernetes; Docker; Jenkins; Splunk; Apache Kafka,"Docker, Inc.",Veeam Software,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Apache Solr
SS&C Advent,Software,USD 291 995 000,1121,USD 78 800,PostgreSQL; MySQL; Grafana; MongoDB; Kubernetes; Docker; Jenkins; Prometheus; Splunk; Apache Flink,Amazon EC2,Rackspace,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,,Elasticsearch
ST,Manufacturing,USD 17 428 000 000,51370,USD 90 800,PostgreSQL; MySQL; MySQL; Apache Cassandra; MongoDB; MariaDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Splunk; Apache Kafka,Zoomlion Heavy Industry Science and Technology Co.,Amazon EC2,,MySQL; MariaDB; PostgreSQL,Apache Kafka,Elasticsearch
St. Jude Children's Research Hospital,Hospitals & Physicians Clinics,USD 760 000 000,5500,USD 65 600,PostgreSQL; MySQL; Grafana; MongoDB; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Snowflake; Splunk; Apache Kafka,Kubernetes,"Docker, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database; EnterpriseDB,Apache Kafka,
St. Luke's University Health Network,Hospitals & Physicians Clinics,USD 264 244 000,18000,USD 13 600,MongoDB; Jenkins; Apache Kafka,Amazon EC2,Microsoft Azure,,,Apache Kafka,
Stampin' Up,Manufacturing,USD 273 058 000,504,USD 67 900,PostgreSQL; MySQL; Redis; MongoDB; Jenkins,Lumen Technologies,Amazon EC2,,MySQL; PostgreSQL,,Apache Solr
Stamps.com,Business Services,USD 780 068 000,1490,USD 404 700,MySQL; Grafana; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Splunk,Amazon EC2,Internap Corp.,"Kubernetes; Docker, Inc.",MySQL,,Elasticsearch
Standard Bank South Africa,Finance,USD 9 561 513 000,49931,USD 302 300,PostgreSQL; MySQL; Grafana; MongoDB; Kubernetes; HashiCorp Terraform; Prometheus; Splunk; Apache Kafka,Amazon EC2,OnShelf,,MySQL; PostgreSQL; Microsoft Azure SQL Database,,Elasticsearch
Standard Chartered Bank,Finance,USD 21 825 786 000,84845,USD 758 200,PostgreSQL; MySQL; Redis; Apache Cassandra; InfluxDB; Grafana; MongoDB; Kubernetes; Docker; Prometheus; Splunk; Apache Kafka,Microsoft Azure,Bharat Sanchar Nigam,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Standard Life Assurance,Finance,USD 2 600 000 000,7768,USD 158 400,MySQL; Jenkins; Splunk,Akamai Technologies,Amazon EC2,"Kubernetes; Docker, Inc.",MySQL,,
Stanford Health Care,Hospitals & Physicians Clinics,USD 7 412 467 000,11891,USD 135 100,PostgreSQL; MySQL; Redis; MongoDB; MariaDB; MariaDB; Kubernetes; Docker; Docker; HashiCorp Terraform; Jenkins; Splunk,Amazon EC2,MySQL,"Kubernetes; Docker, Inc.",MySQL; MariaDB; PostgreSQL; Amazon Relational Database Service,,Apache Lucene
Stantec,Construction,USD 5 677 200 000,26000,USD 65 100,PostgreSQL; MySQL; MongoDB; Docker; HashiCorp Terraform; Jenkins; Splunk; Apache Kafka,"Docker, Inc.","MongoDB, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database,Apache Kafka,
Staples,Retail,USD 17 906 000 000,46000,USD 1 650 300,PostgreSQL; MySQL; Redis; Apache Cassandra; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Couchbase; Snowflake; Splunk; Apache Kafka,Amazon EC2,Akamai Technologies,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database,Microsoft Azure HDInsight; Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
State of California,Government,USD 242 944 000 000,417525,USD 2 582 400,PostgreSQL; MySQL; Redis; Apache Cassandra; MongoDB; Docker; HashiCorp Terraform; Jenkins; Datadog; Snowflake; Splunk; Apache Kafka,Amazon EC2,Pantheon Platform,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
State of Maine,Government,USD 904 121 000,4134,USD 76 200,PostgreSQL; MySQL; MySQL; Jenkins; Splunk,Amazon EC2,Veeam Software,,MySQL; PostgreSQL; Microsoft Azure SQL Database,,
State of Oklahoma,Government,USD 10 000 000 000,37000,USD 114 500,PostgreSQL; MySQL; Docker; Jenkins; Splunk; Apache Kafka; Apache Flink,Amazon EC2,NIC,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Apache Solr
State of Oregon,Government,USD 56 400 000 000,47000,USD 399 600,PostgreSQL; MySQL; Apache Cassandra; Grafana; MongoDB; Docker; HashiCorp Terraform; Jenkins; Prometheus; Snowflake; Splunk; Apache Kafka,NIC,Veeam Software,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database; Amazon Relational Database Service,Apache Kafka,Elasticsearch; Apache Lucene
State Street,Finance,USD 12 182 000 000,46451,USD 2 614 400,PostgreSQL; MySQL; Redis; Redis; Apache Cassandra; Grafana; MongoDB; Docker; HashiCorp Terraform; Datadog; Prometheus; Couchbase; Snowflake; Splunk; Apache Kafka; Apache Flink,Microsoft Azure,Databricks,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database; Amazon Aurora; Amazon Relational Database Service,Confluent; Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Stats Perform,Media & Internet,USD 589 821 000,3025,USD 80 900,MySQL; Redis; Apache Cassandra; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Apache Kafka,Amazon EC2,Kubernetes,"Kubernetes; Docker, Inc.",MySQL,Apache Kafka,Elasticsearch
Steamboat Ski & Resort,Media & Internet,USD 268 289 000,833,USD 99 800,MySQL; Snowflake,Amazon EC2,SoftLayer an IBM Company,,MySQL; Microsoft Azure SQL Database,,
Stellantis,Manufacturing,USD 208 519 209 000,300000,USD 49 200,PostgreSQL; MySQL; Redis; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Apache Flink,Amazon EC2,"Docker, Inc.","Docker, Inc.",MySQL; PostgreSQL,,
Steve Madden,Manufacturing,USD 2 064 851 000,5500,USD 168 000,,Rackspace,AT&T,,MySQL; PostgreSQL,,Apache Solr; Apache Lucene
Stifel,Finance,USD 4 290 600 000,9000,USD 103 500,MySQL; Docker; HashiCorp Terraform; Jenkins; Snowflake; Splunk,Lumen Technologies,Amazon EC2,,MySQL,,Elasticsearch
Stitch Fix,Retail,USD 2 162 068 000,11000,USD 393 300,,Amazon EC2,Snowflake Computing,"Docker, Inc.",MySQL; PostgreSQL; Amazon Relational Database Service,Apache Kafka,Elasticsearch
STL - Sterlite Technologies Limited,Telecommunications,USD 796 136 000,3800,USD 7 600,PostgreSQL; Kubernetes; Jenkins,Amazon EC2,Microsoft Azure,,PostgreSQL,,
Stratasys,Manufacturing,USD 651 483 000,2300,USD 494 700,PostgreSQL; MySQL; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Splunk,Amazon EC2,Google Compute Engine,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,,Elasticsearch
Stream Realty Partners,Real Estate,USD 646 053 000,1200,USD 3 200,MySQL,Amazon EC2,Microsoft Azure,,MySQL,,
Stripe,Software,USD 3 454 268 000,7000,USD 1 782 200,PostgreSQL; MySQL; Redis; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Snowflake; Splunk; Apache Kafka; Apache Flink,Amazon EC2,Amazon S3,,MySQL; PostgreSQL; Amazon Aurora,Apache Kafka,Elasticsearch
Stryker,Manufacturing,USD 18 952 000 000,51000,USD 205 200,PostgreSQL; MySQL; Redis; Grafana; MongoDB; MariaDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Snowflake; Splunk; Apache Kafka,Linode,"Level 3 Communications, Inc.","Kubernetes; Docker, Inc.",MySQL; MariaDB; PostgreSQL; Microsoft Azure SQL Database,Apache Kafka,Apache Lucene
Ströer SSP,Business Services,USD 2 057 027 000,11760,USD 96 000,PostgreSQL; MySQL; Redis; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Snowflake; Apache Kafka,Amazon EC2,plusserver,,MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
StubHub,Media & Internet,USD 1 351 714 000,1500,USD 457 400,MySQL; Redis; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Snowflake; Splunk; Apache Kafka; Apache Flink,Snowflake Computing,Kubernetes,"Kubernetes; Docker, Inc.",MySQL,Confluent; Apache Kafka,Elasticsearch
Success Academy Charter Schools,Education,USD 291 010 000,3000,USD 44 500,Grafana; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Apache Kafka,Amazon EC2,Codero Hosting,,Microsoft Azure SQL Database,Apache Kafka,
Suez,"Energy, Utilities & Waste",USD 66 000 000 000,84000,USD 240 800,PostgreSQL; MySQL; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Snowflake,Microsoft Azure,Amazon EC2,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,,
Sumo Logic,Software,USD 300 668 000,940,USD 298 600,,Microsoft Azure,Amazon EC2,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Amazon Relational Database Service,Apache Kafka,Elasticsearch; Apache Lucene
SumUp,Software,USD 1 546 687 000,3000,USD 149 300,PostgreSQL; Redis; Apache Cassandra; Grafana; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Prometheus; Snowflake; Apache Kafka; Apache Flink,Amazon EC2,"MongoDB, Inc.","Kubernetes; Docker, Inc.",PostgreSQL,Confluent; Apache Kafka,
SunGard Availability Services,Business Services,USD 993 728 000,2000,USD 35 100,PostgreSQL; MySQL; Grafana; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Splunk; Apache Kafka,Amazon EC2,"Docker, Inc.","Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch
Sun Life,Finance,USD 31 138 805 000,42100,USD 1 040 500,PostgreSQL; PostgreSQL; MySQL; Redis; Apache Cassandra; Grafana; MongoDB; MongoDB; Kubernetes; Docker; Docker; HashiCorp Terraform; Snowflake; Splunk,Amazon EC2,CyberArk Software,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
SunPower,"Energy, Utilities & Waste",USD 1 877 752 000,4710,USD 145 700,MySQL; Redis; Apache Cassandra; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Snowflake; Splunk; Apache Kafka,Amazon EC2,Pantheon Platform,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database; Amazon Relational Database Service,Apache Kafka,
Sunrun,Construction,USD 2 321 422 000,12408,USD 119 900,MySQL; Redis; Grafana; Docker; HashiCorp Terraform; Jenkins; Prometheus; Snowflake; Splunk,Amazon EC2,"Docker, Inc.","Kubernetes; Docker, Inc.",MySQL; Amazon Aurora,,Elasticsearch
SurveyMonkey,Media & Internet,USD 571 617 000,1681,USD 2 086 800,PostgreSQL; MySQL; Redis; Apache Cassandra; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Datadog; Snowflake; Splunk; Apache Kafka,Amazon EC2,Archipelago Learning,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Swappie Oy,Retail,USD 306 945 000,1250,USD 100,PostgreSQL; Kubernetes,Amazon EC2,,,,,
Swarovski,Retail,USD 4 048 611 000,20000,USD 301 300,MySQL; Docker; HashiCorp Terraform; Splunk; Apache Kafka,Amazon EC2,Teradata,"Docker, Inc.",MySQL,Apache Kafka,
Sweetwater,Retail,USD 961 112 000,2000,USD 647 500,PostgreSQL; MySQL; Grafana; MongoDB; Kubernetes; Apache Kafka,Google Compute Engine,Teradata,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,
Svenska Spel,Hospitality,,600,USD 59 000,,Kubernetes,"Docker, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL,Apache Kafka,Elasticsearch; Apache Lucene
Swiggy,Transportation,USD 1 508 782 000,4620,USD 74 900,PostgreSQL; MySQL; Redis; Grafana; MongoDB; Docker; Jenkins; Datadog; Snowflake,Amazon EC2,Amazon S3,,MySQL; PostgreSQL,,Elasticsearch; Apache Solr; Apache Lucene
Swiss Post,Transportation,USD 7 511 772 000,60000,USD 262 200,PostgreSQL; MySQL; Redis; Grafana; MongoDB; MariaDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Splunk; Apache Kafka,Microsoft Azure,Amazon EC2,"Kubernetes; Docker, Inc.",MySQL; MariaDB; PostgreSQL,Apache Kafka,Elasticsearch; Apache Lucene
Synchronoss,Software,USD 500 000 000,5000,USD 36 100,PostgreSQL; MySQL; Apache Cassandra; Grafana; MongoDB; MariaDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Prometheus; Splunk; Apache Kafka,Lumen Technologies,Amazon EC2,"Kubernetes; Docker, Inc.",MySQL; MariaDB; PostgreSQL,Apache Kafka,Elasticsearch; Apache Solr; Apache Lucene
Synchrony Financial,Finance,USD 16 005 000 000,19000,USD 328 300,PostgreSQL; MySQL; Redis; Apache Cassandra; MongoDB; Kubernetes; Docker; HashiCorp Terraform; Jenkins; Snowflake; Splunk; Apache Kafka,Amazon EC2,MySQL,"Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database,Confluent; Apache Kafka,Elasticsearch
Synechron,Business Services,USD 3 106 632 000,14700,USD 80 400,PostgreSQL; MySQL; Redis; Apache Cassandra; MongoDB; MariaDB; Docker; HashiCorp Terraform; Jenkins; Prometheus; Couchbase; Snowflake; Splunk; Apache Kafka; Apache Flink; Apache Flink,Kubernetes,"Docker, Inc.","Kubernetes; Docker, Inc.",MySQL; PostgreSQL; Microsoft Azure SQL Database; Amazon Relational Database Service,Confluent; Apache Kafka,Elasticsearch
